rera_ids,bhk_type,bhk_count,mean_carpet_area,far,number_of_towers,total_unit_count,cost_of_land_inr,district,latitude,longitude,project_name,project_start_date,project_type,taluk,total_area_of_land_sqm,total_covered_area_sqm,total_open_area_sqm,total_project_cost_inr,area,product_type,avg_price,airport_distance_kms,ksr_jn_distance_kms,yeshwantpur_jn_distance_kms,nearest_metro_dist_kms,nearest_metro_station,nearest_major_road_dist_kms,nearest_major_road,bhk_unit_portion,total_carpet_area
PRM/KA/RERA/1251/446/PR/120922/005235,3.0,404.0,87.25702970297029,3.273,6.0,1006,534325290,Bengaluru Urban,13.017146,77.762329,PAVANI MIRABILIA PHASE I,2022-05-19,Residential/Group Housing,Bengaluru East,54278,11485,42793,4714904290,Whitefield,Apartment,10.76,20.899675485225607,21.307597014191835,24.800901111018394,2.4150529960048237,Whitefield (Kadugodi),5.434047143874527,Old Madras Road,0.40159045725646125,35251.84
PRM/KA/RERA/1251/446/PR/161224/007303,3.0,120.0,94.90018812691666,2.249,4.0,180,60000000,Bengaluru Urban,12.893609062208936,77.69238880000862,Mana Cresta,2025-01-01,Residential/Group Housing,Bengaluru East,9940,3683,6257,1350000000,"Chikkanayakanahalli, Choodasandra",Apartment,9.35,33.697771781220496,16.124952037906255,22.774900631484584,9.625413494460807,Kundalahalli,3.989186038932768,Outer Ring Road,0.6666666666666666,11388.02257523
PRM/KA/RERA/1251/308/PR/020922/005199,3.0,125.0,938.32,1.75,2.0,244,26900000,Bengaluru Urban,12.884996364572425,77.68015714956795,GRC SHREEKRISH,2022-02-20,Residential/Group Housing,Anekal,14467,5238,9229,970900000,Sarjapur Road,Apartment,10.76,34.732738069817515,15.653668849689842,22.455255978275314,10.940684884116862,Kundalahalli,3.3826072178686695,Hosur Road,0.5122950819672131,117290.0
PRM/KA/RERA/1251/309/PR/270924/007088,3.0,208.0,92.63343846153846,2.5,6.0,424,637896235,Bengaluru Urban,13.09758,77.6336,Concorde Neo,2024-10-01,Residential/Group Housing,Bengaluru North,17559,3285,14273,3411389202,Thanisandra Main Road,Apartment,13.25,13.612739990646533,15.032674342967091,13.219646305200266,11.802914429749706,Benniganahalli,3.5159287695470343,Bellary Road,0.49056603773584906,19267.7552
PRM/KA/RERA/1251/310/PR/121124/007226,3.0,314.0,104.16885350318472,2.75,6.0,335,342836556,Bengaluru Urban,12.860241,77.52289,VANSHIKA'S NATURE'S HARMONY,2024-11-01,Residential/Group Housing,Bengaluru South,17097,5136,11961,1896381624,Kanakapura Road,Apartment,8.53,42.32298684795152,13.873123966898518,18.67557176892989,0.784303999462476,Silk Institute,0.08154688562758472,NICE Peripheral Ring Road,0.9373134328358209,32709.020000000004
PRM/KA/RERA/1251/446/PR/300124/006599,3.0,48.0,101.95708333333333,1.74,2.0,141,128217200,Bengaluru Urban,13.0169197,77.7180235,SREE ADITHYA LOTUS PARK,2024-01-01,Residential/Group Housing,Bengaluru East,8093,4044,4049,448956800,K R Puram,Apartment,7.25,20.062422694686315,16.632179566192367,20.004417325365527,3.0271471657558653,Garudacharpalya,0.7752054115680319,Old Madras Road,0.3404255319148936,4893.94
PRM/KA/RERA/1251/446/PR/190424/006813,3.0,375.0,83.06666666666666,2.25,2.0,825,385000000,Bengaluru Urban,12.880757277999384,77.71537779886503,TRIFECTA VANTO PHASE-1,2024-03-01,Residential/Group Housing,Bengaluru East,36678,3359,33319,4646247743,Sarjapur Road,Apartment,10.665,35.099574329058946,18.98705723803977,25.596668527059606,10.657629286443807,Nallurahalli,6.416201686812296,Outer Ring Road,0.45454545454545453,31150.0
PRM/KA/RERA/1251/308/PR/280325/007636,3.0,180.0,126.86999999999999,1.124,1.0,182,954160907,Bengaluru Urban,12.8741,77.71585,Assetz Trees & Tandem -Tower B,2025-03-01,Residential/Group Housing,Anekal,23523,1525,21998,2800404591,Sarjapur Road,Apartment,8.901250000000001,35.8372257062742,19.450136631389505,26.112633885129487,11.386359683605964,Nallurahalli,6.2787239075254835,Hosur Road,0.989010989010989,22836.6
PRM/KA/RERA/1251/310/PR/311222/005573,3.0,261.0,107.9700183908046,1.97,4.0,448,841734400,Bengaluru Urban,12.857235568045002,77.60635371459419,NANDI MERAKI,2022-08-18,Residential/Group Housing,Bengaluru South,32374,12692,17406,4514073251,Begur Road,Apartment,11.0,39.216302966128104,13.783303572710933,20.529644482827724,5.822829952769741,Yelachenahalli,1.6745127016586658,NICE Peripheral Ring Road,0.5825892857142857,28180.1748
PRM/KA/RERA/1251/308/PR/160724/006942,3.0,177.0,118.20474576271188,2.249,3.0,240,331850460,Bengaluru Urban,12.861016,77.768725,SERENE HEIGHTS 1,2024-06-01,Residential/Group Housing,Anekal,17932,5586,12346,1592163820,Sarjapur,Apartment,8.25,37.87985830606534,25.049226540135454,31.509364614399786,13.647642346280016,Nallurahalli,11.905425820897092,Outer Ring Road Underpass,0.7375,20922.24
PRM/KA/RERA/1250/303/PR/080525/007730,3.0,620.0,104.73583870967742,2.499,16.0,1077,972000000,Bengaluru Rural,13.206808726361915,77.65977815803362,Sattva Vasanta Skye,2025-05-01,Residential/Group Housing,Devanahalli,64041,12814,51227,8070400000,Devanahalli,Apartment,11.06,5.138202722686919,27.24383674495507,23.96402767828861,22.97241080516701,Krishnarajapura,10.02470524511096,Bellary Road,0.5756731662024142,64936.22
PRM/KA/RERA/1251/308/PR/060324/006691,3.0,392.0,121.50571428571428,2.249,7.0,392,782000000,Bengaluru Urban,12.861681,77.75942,ENGRACE VISTA,2024-02-20,Residential/Group Housing,Anekal,32577,5304,27273,3558000000,Sarjapur Road,Apartment,8.901250000000001,37.63980513407119,24.147824874378696,30.654554752304747,13.258691164996591,Nallurahalli,10.91907349094252,Hosur Road,1.0,47630.24
PRM/KA/RERA/1251/308/PR/170125/007394,3.0,102.0,103.12480392156863,2.0,2.0,135,420000000,Bengaluru Urban,12.86337948,77.76043251,GREEN STOREYS,2018-10-01,Residential/Group Housing,Anekal,9864,1767,8097,1414800000,Sarjapur Road,Apartment,7.17,37.471179480065416,24.14311728269247,30.62965596293978,13.110465440074261,Nallurahalli,11.03619688747705,Hosur Road,0.7555555555555555,10518.73
PRM/KA/RERA/1251/446/PR/200224/006641,3.0,321.0,93.4847663551402,3.0,3.0,379,511024140,Bengaluru Urban,13.017146,77.762329,PAVANI MIRABILIA PHASE-II,2024-01-05,Residential/Group Housing,Bengaluru East,18550,21255,33022,4780386825,Whitefield,Apartment,9.5,20.899675485225607,21.307597014191835,24.800901111018394,2.4150529960048237,Whitefield (Kadugodi),5.434047143874527,Old Madras Road,0.8469656992084432,30008.610000000004
PRM/KA/RERA/1251/446/PR/201222/005546,3.0,252.0,90.27445983571428,0.5165,1.0,399,791365262,Bengaluru Urban,12.88613,77.7038,63 Degree East - Tower E,2023-01-01,Residential/Group Housing,Bengaluru East,21681,4884,16797,3692601303,Sarjapur Road,Apartment,11.118456790123457,34.49244487621133,17.614178562399534,24.2530586612631,10.19878776236517,Kundalahalli,5.285258489280864,Outer Ring Road,0.631578947368421,22749.1638786
PRM/KA/RERA/1250/303/PR/101224/007284,3.0,288.0,78.44847222222222,0.67,3.0,1044,740000000,Bengaluru Rural,13.206154,77.614342,EMBASSY VERDE,2025-01-01,Residential/Group Housing,Devanahalli,38570,5809,32761,5403900000,Navarathna Agrahara,Apartment,8.69,10.00964982701876,25.830191439761865,21.478133944815724,21.078277312674427,Peenya,8.579070011514375,Bellary Road,0.27586206896551724,22593.16
PRM/KA/RERA/1251/309/PR/141124/007229,3.0,72.0,114.16666666666667,2.49,1.0,72,279825915,Bengaluru Urban,13.101667,77.569278,AURORA,2024-11-01,Residential/Group Housing,Bengaluru North,4438,733,3705,1019266164,Yelahanka,Apartment,11.285588235294117,18.276819201166,13.825646118115847,8.933258626683813,8.543284869141708,Peenya,3.221738171061214,Bellary Road,1.0,8220.0
PRM/KA/RERA/1251/446/PR/191024/007155,3.0,24.0,95.13,1.694,2.0,56,127474200,Bengaluru Urban,13.05519,77.73537,SAKURA BLOSSOM,2024-10-15,Residential/Group Housing,Bengaluru East,4249,1837,2412,498724132,Budigere Cross,Apartment,7.6,16.099802114810732,19.90079717924679,22.037628608532472,7.017937952745578,Whitefield (Kadugodi),4.36866336115497,Old Madras Road,0.42857142857142855,2283.12
PRM/KA/RERA/1251/308/PR/050425/007652,3.0,109.0,97.6155653088991,1.99,1.0,109,147000000,Bengaluru Urban,12.91015683051666,77.78660832275392,SIGNATURE PREMIER,2025-04-01,Residential/Group Housing,Anekal,8093,1487,6606,594187500,Gunjur,Apartment,7.5,33.0034667386058,24.598851643310667,30.383545457366797,9.251281255396753,Hopefarm Channasandra,10.548325032337052,Outer Ring Road,1.0,10640.09661867
PRM/KA/RERA/1251/308/PR/140222/004708,3.0,527.0,59.022,2.0950285714285717,9.0,1055,261377545,Bengaluru Urban,12.7712553,77.754938,SHRIRAM 107SOUTHEAST - PHASE 3,2022-01-20,Residential/Group Housing,Anekal,23181,5054,18128,3398162535,Attibele,Apartment,6.49,47.49390497287726,30.3016856292682,37.23049766253116,22.95463385098886,Nallurahalli,14.341137737992684,Hosur Road,0.4995260663507109,31104.594
PRM/KA/RERA/1250/304/PR/290425/007702,3.0,78.0,97.31333333333335,2.49,3.0,259,35523780,Bengaluru Rural,12.98138,77.793297,ANAHATA,2025-04-01,Residential/Group Housing,Hosakote,11068,3519,7549,1333744835,Samethanahalli,Apartment,7.0,25.744844499720024,24.19934220428299,28.612193321455496,4.151060244448042,Whitefield (Kadugodi),9.942475384361304,Old Madras Road,0.30115830115830117,7590.440000000001
PRM/KA/RERA/1251/308/PR/210524/006923,3.0,44.0,71.62818181818183,1.68,1.0,80,83428000,Bengaluru Urban,12.876708,77.67837,ORACLE SUNRISE,2024-01-18,Residential/Group Housing,Anekal,4754,2063,2691,306516561,Choodasandra,Apartment,9.9,35.66264101084587,16.121459423486474,22.98106878384395,11.73587257871969,Rashtreeya Vidyalaya Road,2.6561231700191055,Hosur Road,0.55,3151.6400000000003
PRM/KA/RERA/1251/446/PR/061222/005508,3.0,92.0,94.79304347826086,2.5,5.0,394,562800000,Bengaluru Urban,13.05656660809259,77.7663668824837,UNITED PROJECTS DREAMCITY,2022-10-05,Residential/Group Housing,Bengaluru East,19008,4899,14109,2547800000,Whitefield,Apartment,8.01,16.938172742968312,23.031139013979303,25.39180152435016,6.79065432896688,Whitefield (Kadugodi),6.974829978313783,Old Madras Road,0.233502538071066,8720.96
PRM/KA/RERA/1250/304/PR/180724/006943,3.0,528.0,69.46370643939395,2.73,1.0,1102,630000000,Bengaluru Rural,13.0256875,77.7849375,SOWPARNIKA EUPHORIA IN THE EAST,2024-06-01,Residential/Group Housing,Hosakote,32241,9721,22520,7390773820,Whitefield,Apartment,7.9750000000000005,20.873311635324363,23.907159386140766,27.22196550065705,4.42111067663205,Whitefield (Kadugodi),7.92118235664822,Old Madras Road,0.4791288566243194,36676.837
PRM/KA/RERA/1251/446/PR/160523/005939,3.0,154.0,88.90181818181817,1.75,3.0,256,178100000,Bengaluru Urban,12.9370724,77.7025369,SREE URBAN ORCHIDS PHASE-II,2023-03-03,Residential/Group Housing,Bengaluru East,14660,8065,6596,985500000,Panathur,Apartment,8.25,28.85852074355604,15.002972855564513,20.906778116312637,4.700293208051648,Kundalahalli,0.8181522724088156,Outer Ring Road Underpass,0.6015625,13690.88
PRM/KA/RERA/1250/303/PR/041123/006373,3.0,147.0,125.17578231292516,0.88,1.0,147,366675166,Bengaluru Rural,13.2383698,77.6450215,Provident Deansgate,2023-11-01,Residential/Group Housing,Devanahalli,30445,21837,8608,2159463752,Yelahanka,Villa,10.85,8.01006630458599,30.061458986192086,26.133596239509497,25.75106700862628,Peenya,12.628556955960907,Bellary Road,1.0,18400.84
PRM/KA/RERA/1250/303/PR/170325/007590,3.0,141.0,124.03241134751772,0.88,1.0,141,450185936,Bengaluru Rural,13.2318437,77.6518708,Provident Deansgate Phase 2,2025-04-01,Residential/Group Housing,Devanahalli,29925,22002,7923,2035815268,Yelahanka,Villa,10.85,6.993392595443821,29.580402016456418,25.853941047994564,25.48327342431692,Peenya,12.17301435878051,Bellary Road,1.0,17488.57
PRM/KA/RERA/1251/310/PR/100125/007376,3.0,79.0,85.29582278481013,2.25,2.0,112,55838492,Bengaluru Urban,12.939278176692577,77.74013221147091,NATURE ELATION,2024-08-23,Residential/Group Housing,Bengaluru South,5210,2570,2640,535508492,Varthur,Apartment,8.5,28.845930621137754,18.886630353177633,24.45401583843083,4.452232210719649,Nallurahalli,4.647921841155408,Outer Ring Road,0.7053571428571429,6738.37
PRM/KA/RERA/1251/446/PR/210524/006932,3.0,97.0,94.6329381443299,2.25,2.0,129,85858586,Bengaluru Urban,13.010174,77.750422,Saranya Swarovski,2024-04-01,Residential/Group Housing,Bengaluru East,6515,3769,2746,1145892049,Whitefield,Apartment,9.26,21.312387294653213,19.88881190411477,23.565952654813266,1.7932249799060611,Whitefield (Kadugodi),4.299926304618457,Old Madras Road,0.751937984496124,9179.395
PRM/KA/RERA/1251/310/PR/041023/006307,3.0,162.0,106.4983950617284,2.25,1.0,218,98359190,Bengaluru Urban,12.901501,77.645712,CASAGRAND FLAMINGO,2023-10-01,Residential/Group Housing,Bengaluru South,14264,2837,11024,1419612950,HSR Layout,Apartment,10.639568965517242,33.44290526625929,11.669289299582827,18.572421763441515,7.433504309796441,Rashtreeya Vidyalaya Road,1.2570146414570464,Hosur Road,0.7431192660550459,17252.74
PRM/KA/RERA/1251/446/PR/180424/006803,3.0,97.0,92.10556701030927,2.25,1.0,115,63990670,Bengaluru Urban,12.8922749,77.71857399999999,ORION HEIGHTS,2024-04-01,Residential/Group Housing,Bengaluru East,6981,2739,4242,1036459667,Kodathi,Apartment,8.0,33.837770640410845,18.60409076226683,25.077003154297206,9.358480098608753,Nallurahalli,5.589332716609793,Outer Ring Road,0.8434782608695652,8934.24
PRM/KA/RERA/1251/308/PR/051224/007269,3.0,228.0,103.15789473684211,2.249,4.0,456,615803282,Bengaluru Urban,12.895412,77.770728,VENTARA RESIDENCES,2024-11-30,Residential/Group Housing,Anekal,33184,8030,25154,5938132000,Chambenahalli,Apartment,8.901250000000001,34.186369640963875,23.53482762536621,29.61701967911348,10.271359221678516,Nallurahalli,9.687067006684714,Outer Ring Road Underpass,0.5,23520.0
PRM/KA/RERA/1250/304/PR/290125/007454,3.0,348.0,74.41087912068966,2.5,1.0,725,552707850,Bengaluru Rural,12.985682936143302,77.79411971569061,Sowparnika Rhythm of Rain,2025-01-16,Residential/Group Housing,Hosakote,24796,6922,17874,5395049232,Whitefield,Apartment,9.3,25.335897755438175,24.303180623963783,28.616698281025148,4.078895240373899,Whitefield (Kadugodi),9.81621042017795,Old Madras Road,0.48,25894.985934
PRM/KA/RERA/1251/308/PR/110422/004824,3.0,250.0,87.6108,2.24,11.0,250,146445796,Bengaluru Urban,12.880866,77.676067,GR SITARA,2022-01-20,Residential/Group Housing,Anekal,12241,5596,6645,1372504881,Hosa Road,Apartment,9.0,35.226701657661714,15.624807157363474,22.474454375110966,11.319851292638068,Rashtreeya Vidyalaya Road,2.742015506240511,Hosur Road,1.0,21902.7
PRM/KA/RERA/1251/309/PR/070325/007559,3.0,880.0,111.66707954545454,3.23,12.0,1124,10375967940,Bengaluru Urban,13.0963417,77.59289919999999,Brigade Eternia,2025-03-17,Residential/Group Housing,Bengaluru North,49622,12705,36917,19948026580,Yelahanka,Apartment,13.5,16.65545987731864,13.461133421437621,9.839037779148532,9.334325049777762,Yeshwantpur,0.5394682984497815,Bellary Road,0.7829181494661922,98267.03
PRM/KA/RERA/1251/446/PR/300924/007105,3.0,689.0,112.45653120464442,2.247,8.0,698,1098268515,Bengaluru Urban,12.88946,77.705805,GODREJ LAKESIDE ORCHARD,2024-11-01,Residential/Group Housing,Bengaluru East,48829,15508,33321,8745472946,Chikkakannalli,Apartment,20.215,34.123024845895436,17.588654687248162,24.182315269531657,9.807534281592769,Kundalahalli,5.050650943920399,Outer Ring Road,0.9871060171919771,77482.55
PRM/KA/RERA/1250/303/PR/010425/007644,3.0,976.0,89.42056352459016,1.37,31.0,1961,1717255135,Bengaluru Rural,13.196904,77.654865,BARCA AT GODREJ MSR CITY,2025-04-01,Residential/Group Housing,Devanahalli,69817,38022,31795,20154639442,Shettigere,Apartment,13.31,5.576559106600998,26.030432631337803,22.76072674672956,21.93440911519748,Krishnarajapura,8.800784325261368,Bellary Road,0.49770525242223357,87274.47
PRM/KA/RERA/1250/303/PR/090125/007369,3.0,25.0,72.9052,2.456,2.0,316,172062000,Bengaluru Rural,13.208756,77.668842,IMPACT SANVI AERO GARDENS,2024-11-20,Residential/Group Housing,Devanahalli,10622,3660,6962,1000731807,Udayagiri,Apartment,9.58,4.234194055322681,27.807954870125602,24.709992472178715,23.125585427481372,Krishnarajapura,10.746304244272633,Bellary Road,0.07911392405063292,1822.6299999999999
PRM/KA/RERA/1251/309/PR/030623/005968,3.0,58.0,96.81137931034483,2.5,1.0,101,22819193,Bengaluru Urban,13.07675,77.60486111,RR WISH TALES,2023-03-01,Residential/Group Housing,Bengaluru North,4957,2273,2684,430621608,Jakkur,Apartment,11.285588235294117,17.338046335328546,11.686257201681354,9.344958871671505,8.401012034830364,Yeshwantpur,1.3194800793688701,Hebbal Service Road towards Bengaluru,0.5742574257425742,5615.06
PRM/KA/RERA/1251/446/PR/220923/006280,3.0,70.0,85.61800000000001,2.249,1.0,168,239933584,Bengaluru Urban,12.891308,77.709974,PSR VANASREE PHASE-1,2023-09-01,Residential/Group Housing,Bengaluru East,6573,1228,5344,850434014,Kodathi,Apartment,9.74,33.92088005234376,17.85954549361187,24.4047984340054,9.565030427700401,Kundalahalli,5.105523741421961,Outer Ring Road,0.4166666666666667,5993.26
PRM/KA/RERA/1251/310/PR/280324/006731,3.0,21.0,106.15666666666667,1.75,2.0,91,132649000,Bengaluru Urban,12.832704266890238,77.6945384562583,VARAD,2024-01-01,Residential/Group Housing,Bengaluru South,5767,1447,4320,392649000,Electronic City,Apartment,7.17,40.421970826967645,20.870200531597074,27.81430774828334,15.214847778548519,Yelachenahalli,4.796170760318705,Hosur Road,0.23076923076923078,2229.29
PRM/KA/RERA/1251/309/PR/060324/006692,3.0,214.0,107.17757009345794,3.24,2.0,358,377577120,Bengaluru Urban,13.14778,77.6808,ASSETZ SORA & SAKI Phase 1,2024-04-01,Residential/Group Housing,Bengaluru North,23598,2886,20712,2638907120,Bagalur,Apartment,11.285588235294117,6.195782878360097,22.402050246227585,20.663907550395887,16.36338463733811,Krishnarajapura,7.689442012002661,Bellary Road,0.5977653631284916,22936.0
PRM/KA/RERA/1251/309/PR/030524/006839,3.0,190.0,96.69368421052631,3.25,5.0,477,900505262,Bengaluru Urban,13.095751,77.596352,Concorde Mayfair,2024-05-15,Mixed Development,Bengaluru North,13551,5258,8293,3129393748,Yelahanka,Apartment,13.18,16.42596221479574,13.470443688597864,10.0378109542182,9.471670693235282,Yeshwantpur,0.15627878684184027,Bellary Road,0.39832285115303984,18371.8
PRM/KA/RERA/1251/308/PR/230125/007420,3.0,122.0,104.88983606557377,2.7404,3.0,480,1749261535,Bengaluru Urban,12.79128169469662,77.74044010229798,Sobha Madison Heights-Townpark Phase 1 W5 to 7,2025-08-01,Residential/Group Housing,Anekal,11496,6246,5250,5200301613,Attibele,Apartment,11.51,45.13657899046781,27.60018821117096,34.52245935345318,20.575570607045325,Nallurahalli,11.655683031086314,Hosur Road,0.25416666666666665,12796.560000000001
PRM/KA/RERA/1251/446/PR/170524/006886,3.0,70.0,82.73875882499999,2.245,2.0,154,149934624,Bengaluru Urban,12.890105547781875,77.69043344074463,MSR PASSION SQUARE,2024-04-13,Residential/Group Housing,Bengaluru East,6727,3315,3412,501934624,Sarjapur Road,Apartment,8.0,34.0950274026886,16.177620669657177,22.873313849681356,10.05551136913504,Kundalahalli,4.241900654989667,Outer Ring Road,0.45454545454545453,5791.71311775
PRM/KA/RERA/1251/446/PR/270125/007434,3.0,24.0,100.77749999999999,1.75,1.0,24,65183005,Bengaluru Urban,12.9162468,77.7002299,GALAXY TOWER,2024-06-01,Residential/Group Housing,Bengaluru East,1877,919,958,119783005,Bellandur,Apartment,9.5,31.16652234342174,15.604300201848302,21.909975389611574,6.987685374128159,Kundalahalli,2.247544766123782,Outer Ring Road,1.0,2418.66
PRM/KA/RERA/1251/446/PR/200923/006275,3.0,488.0,117.75948770491804,2.23,6.0,494,218594941,Bengaluru Urban,12.93027778,77.73258333,ADARSH PARK HEIGHTS PHASE-2,2023-08-01,Residential/Group Housing,Bengaluru East,32445,4426,28020,4870975100,Sarjapur Road,Apartment,19.39,29.744235006713563,18.342192162564903,24.140158671546843,5.196725677763201,Nallurahalli,4.149357590424655,Outer Ring Road,0.9878542510121457,57466.630000000005
PRM/KA/RERA/1251/446/PR/200923/006269,3.0,224.0,112.21632457767858,2.99,6.0,604,1460175786,Bengaluru Urban,12.93122639,77.713435,"Sobha Neopolis Phase 1 - W 14, 15, 16, 17, 18 &19",2023-10-01,Residential/Group Housing,Bengaluru East,21443,4599,16845,7012836389,Balagere,Apartment,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass,0.3708609271523179,25136.4567054
PRM/KA/RERA/1251/446/PR/200923/006270,3.0,225.0,112.09936412577778,2.99,2.0,226,641751108,Bengaluru Urban,12.93122639,77.713435,Sobha Neopolis Phase 2 - W 12 & 13,2024-01-01,Residential/Group Housing,Bengaluru East,17488,1897,15591,3082164694,Balagere,Apartment,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass,0.995575221238938,25222.3569283
PRM/KA/RERA/1251/446/PR/200923/006271,3.0,302.0,111.3906911996689,2.99,3.0,304,853789843,Bengaluru Urban,12.93122639,77.713435,"Sobha Neopolis Phase 5 - W 5, 6 & 7",2024-04-01,Residential/Group Housing,Bengaluru East,10322,2661,7661,4100531934,Balagere,Apartment,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass,0.993421052631579,33639.988742300004
PRM/KA/RERA/1251/446/PR/220923/006282,3.0,222.0,112.69538350540542,2.99,4.0,376,1227430368,Bengaluru Urban,12.93122639,77.713435,"Sobha Neopolis Phase 3 - W 1, 2, 10 & 11",2023-10-01,Residential/Group Housing,Bengaluru East,36283,3717,32565,5894534839,Balagere,Apartment,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass,0.5904255319148937,25018.3751382
PRM/KA/RERA/1251/446/PR/220923/006283,3.0,222.0,112.69538350540542,2.99,4.0,376,1227430368,Bengaluru Urban,12.93122639,77.713435,"Sobha Neopolis Phase 4 - 3, 4, 8 & 9",2024-04-01,Residential/Group Housing,Bengaluru East,20288,3717,16570,5895030797,Balagere,Apartment,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass,0.5904255319148937,25018.3751382
PRM/KA/RERA/1251/310/PR/210324/006722,3.0,40.0,106.5,1.67,1.0,96,23429095,Bengaluru Urban,12.88989417020082,77.65424668113558,ABHEE RIVIERA ROYALE,2024-02-21,Residential/Group Housing,Bengaluru South,6981,3258,3723,451213095,Kudlu,Apartment,9.68,34.53953464612776,13.236473740940921,20.150325057359755,8.749696638804913,Rashtreeya Vidyalaya Road,1.3896749984223602,Hosur Road,0.4166666666666667,4260.0
PRM/KA/RERA/1251/309/PR/050325/007545,3.0,568.0,105.81783450704225,2.99,5.0,1017,474960278,Bengaluru Urban,12.914917,77.7365,ABHEE AARIA,2025-02-07,Residential/Group Housing,Bengaluru North,49321,5321,44000,7913857672,Varthur,Apartment,10.04,31.477568034100535,19.285891856579433,25.321188089255063,6.943849112187245,Nallurahalli,5.316494917481506,Outer Ring Road Underpass,0.5585054080629301,60104.53
PRM/KA/RERA/1251/310/PR/261124/007247,3.0,133.0,85.75836914406014,2.24,1.0,168,240140000,Bengaluru Urban,12.88884,77.46566,VAARAHI VIVAREA,2024-05-17,Residential/Group Housing,Bengaluru South,8600,3932,4668,1096278050,Kengeri,Apartment,6.5,43.01553166264425,14.946935382500875,17.157757287876656,2.419757660271743,Kengeri,1.0698672355670422,Bengaluru-Mysuru Expressway,0.7916666666666666,11405.86309616
PRM/KA/RERA/1251/446/PR/280222/004736,3.0,269.0,70.46955390334573,2.39027375,8.0,976,858914069,Bengaluru Urban,12.892460698272378,77.7056075300935,GODREJ PARK RETREAT,2022-02-28,Residential/Group Housing,Bengaluru East,29424,11065,18359,4528716729,Chikkakannalli,Apartment,17.22,33.79110014265667,17.390539166451028,23.95547482838079,9.479990904312126,Kundalahalli,4.746710218429705,Outer Ring Road,0.27561475409836067,18956.31
PRM/KA/RERA/1251/309/PR/180524/006894,3.0,274.0,142.83295620437957,3.25,6.0,379,1249944092,Bengaluru Urban,13.1103641,77.6067077,Brigade Insignia,2024-05-24,Residential/Group Housing,Bengaluru North,23801,11232,12569,5151867935,Yelahanka,Apartment,21.39,14.504193499099223,15.305585577632481,11.991850632052234,11.438381265907799,Yeshwantpur,0.2331577195961028,Bellary Road,0.7229551451187335,39136.23
PRM/KA/RERA/1251/310/PR/211122/005486,3.0,14.0,92.745,2.25,1.0,53,67162400,Bengaluru Urban,12.9715987,77.5945627,Emmanuel Ashley Park,2022-01-17,Residential/Group Housing,Bengaluru South,2470,1594,876,202855120,Bommanahalli,Apartment,12.5,27.814353641697952,2.6922216726937553,9.114431701905218,0.8515616525826092,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1.5934796118260295,BGS Flyover,0.2641509433962264,1298.43
PRM/KA/RERA/1251/446/PR/230425/007689,3.0,117.0,102.09006277948718,2.499,2.0,130,458321154,Bengaluru Urban,13.061152452533673,77.75517903840685,AMOGAYA ADORIT,2025-04-01,Residential/Group Housing,Bengaluru East,7714,1566,6148,1298276654,Budigere Cross,Apartment,8.59,16.03006813277352,22.12456971781274,24.257389730524352,7.242552260438817,Whitefield (Kadugodi),6.307257270915549,Old Madras Road,0.9,11944.5373452
PRM/KA/RERA/1251/308/PR/100125/007377,3.0,402.0,112.84487562189055,0.54,6.0,796,3396784061,Bengaluru Urban,12.87807,77.75428,Nambiar District 25 Phase 1,2025-01-25,Residential/Group Housing,Anekal,35471,4503,30968,12233520669,Dommasandra,Apartment,12.0,35.763740458657274,22.751983955351953,29.137192223078483,11.361852018842995,Nallurahalli,9.430556777654536,Outer Ring Road Underpass,0.5050251256281407,45363.64
PRM/KA/RERA/1251/308/PR/120123/005613,3.0,226.0,84.30646017699114,0.83,1.0,662,1562517450,Bengaluru Urban,12.804859864618368,77.69967913627625,Cielo at Brigade Valencia,2023-02-01,Residential/Group Housing,Anekal,32229,4159,28070,4309462359,Bommasandra,Apartment,10.15,43.48815921543338,23.63417396922317,30.602154893203657,17.307764134331972,Yelachenahalli,7.474499501402385,Hosur Road,0.3413897280966767,19053.26
PRM/KA/RERA/1251/310/PR/210325/007603,3.0,1402.0,104.26889443651925,2.49,14.0,2130,5968313078,Bengaluru Urban,12.8741008,77.62312969999999,Prestige Southern Star,2025-04-01,Residential/Group Housing,Bengaluru South,119852,54536,65316,26559395280,Akshayanagar,Apartment,11.4,36.94066732342887,12.716172444259048,19.648245149045852,6.244862566945583,Yelachenahalli,2.4538362005375562,Hosur Road,0.6582159624413145,146184.99
