rera_ids,bhk_type,bhk_count,mean_carpet_area,far,number_of_towers,total_unit_count,cost_of_land_inr,district,latitude,longitude,project_name,project_start_date,project_type,taluk,total_area_of_land_sqm,total_covered_area_sqm,total_open_area_sqm,total_project_cost_inr,area,product_type,avg_price,airport_distance_kms,ksr_jn_distance_kms,yeshwantpur_jn_distance_kms,nearest_metro_dist_kms,nearest_metro_station,nearest_major_road_dist_kms,nearest_major_road,bhk_unit_portion,total_carpet_area
PRM/KA/RERA/1251/309/PR/180225/007514,2.0,59.0,74.59457627118644,2.18,1.0,104,150939231,Bengaluru Urban,13.05828700106005,77.63515582700667,BRR North Excellency Phase I,2024-11-20,Residential/Group Housing,Bengaluru North,5480,1964,3516,655826029,Thanisandra,Apartment,8.515,17.264813231462224,11.444018795276062,11.449793664427682,7.700224581162854,Baiyappanahalli,2.3047576791686226,Nagawara Flyover,0.5673076923076923,4401.08
PRM/KA/RERA/1251/446/PR/181224/007307,2.0,48.0,79.67270833333333,2.39027375,2.0,154,84840685,Bengaluru Urban,12.9065946,77.68345390000002,HM Scottsville,2022-01-05,Residential/Group Housing,Bengaluru East,5239,1459,3779,978720856,Kasavanahalli,Apartment,11.118456790123457,32.322510693068935,14.522716409785012,21.10510194800706,8.592539400707006,Kundalahalli,2.2564979333267847,Outer Ring Road,0.3116883116883117,3824.29
PRM/KA/RERA/1250/303/PR/110522/004869,2.0,352.0,53.119375,2.361,9.0,1001,273287989,Bengaluru Rural,13.21058683636832,77.6728732177615,"Aeropolis, a project of Sattva Group",2021-09-15,Residential/Group Housing,Devanahalli,41783,9402,32382,2732530958,Devanahalli,Apartment,10.25,3.885663156644182,28.16481589165894,25.13296837956862,23.314115102950726,Krishnarajapura,11.169648389339429,Bellary Road,0.3516483516483517,18698.02
PRM/KA/RERA/1251/308/PR/170824/006975,2.0,322.0,76.10673913043478,2.0950285714285717,2.0,409,17634375,Bengaluru Urban,12.829888994258102,77.66420423984528,The lake Terraces,2024-02-01,Residential/Group Housing,Anekal,8610,2042,6568,1466931735,Electronics City Phase 1,Apartment,8.901250000000001,40.96857396664408,19.174199020745835,26.141697960115568,12.564411369071895,Yelachenahalli,3.3632646715464576,Hosur Road,0.7872860635696821,24506.37
PRM/KA/RERA/1251/446/PR/020822/005125,2.0,96.0,82.84,2.39027375,3.0,312,327497800,Bengaluru Urban,13.00611101826106,77.7638246585983,Around The Life,2022-06-18,Residential/Group Housing,Bengaluru East,18918,4091,14827,1733497800,Whitefield,Apartment,10.0,22.115847571873744,21.24582775510454,25.055669652774867,1.3122566797733175,Whitefield (Kadugodi),5.854096049339603,Old Madras Road,0.3076923076923077,7952.64
PRM/KA/RERA/1251/310/PR/180924/007043,2.0,2.0,101.41,3.14,1.0,42,321436943,Bengaluru Urban,12.905011100815129,77.60127291083336,NAVIN'S ANTHEIA POETRY,2024-07-04,Residential/Group Housing,Bengaluru South,3196,747,2449,919859668,JP Nagar,Apartment,17.63,34.34664746840488,8.613673302074247,15.508725410591198,2.9080712001615163,Rashtreeya Vidyalaya Road,0.26233822804090384,Outer Ring Road,0.047619047619047616,202.82
PRM/KA/RERA/1251/446/PR/090523/005918,2.0,108.0,85.84708930712962,2.39027375,6.0,252,164141415,Bengaluru Urban,13.00926685333252,77.75108337402344,SAPTHAGIRI SANDALWOODS,2023-01-06,Residential/Group Housing,Bengaluru East,11735,5868,5867,922109927,Whitefield,Apartment,7.22,21.42633880554208,19.940970965853907,23.646380856571216,1.671303837367653,Whitefield (Kadugodi),4.401897366052574,Old Madras Road,0.42857142857142855,9271.48564517
PRM/KA/RERA/1251/472/PR/100823/006138,2.0,164.0,87.88012195121951,2.25,1.0,376,563111000,Bengaluru Urban,13.114610292819378,77.5662992,SRI BALAJI SERENE,2023-05-19,Residential/Group Housing,Yelahanka,18196,9079,9117,1944266140,Yelahanka,Apartment,6.0,17.75642069941951,15.263306361262913,10.129334326008305,9.71409658261037,Peenya,3.973320756874114,Bellary Road,0.43617021276595747,14412.34
PRM/KA/RERA/1251/446/PR/130122/004638,2.0,78.0,60.67,3.25,1.0,162,117500000,Bengaluru Urban,13.044246,77.746037,ALCHEMY ONE,2021-11-01,Residential/Group Housing,Bengaluru East,5564,1100,4464,855600000,Budigere Cross,Apartment,9.88,17.53654951581975,20.476230916790882,23.063632735878528,5.519328608355905,Whitefield (Kadugodi),4.338148973915932,Old Madras Road,0.48148148148148145,4732.26
PRM/KA/RERA/1251/446/PR/060225/007485,2.0,56.0,84.83964285714285,1.74,1.0,84,72500000,Bengaluru Urban,12.936848,77.713668,Infinity Greenwoods,2024-11-01,Residential/Group Housing,Bengaluru East,5059,2525,2534,378225000,Balagere,Apartment,6.7,28.891513099971085,16.16863417888505,21.982246127523354,4.512400211295974,Kundalahalli,1.92788955329186,Outer Ring Road,0.6666666666666666,4751.0199999999995
PRM/KA/RERA/1251/446/PR/120123/005620,2.0,200.0,52.532,2.0,3.0,338,114362553,Bengaluru Urban,13.06270123933129,77.74650947446791,Sattva Bliss,2022-09-16,Residential/Group Housing,Bengaluru East,13455,2969,10486,890875975,Budigere Cross,Apartment,10.6,15.579716707675486,21.35154733706464,23.354728832814207,7.5108704502898345,Whitefield (Kadugodi),5.77459089842827,Old Madras Road,0.591715976331361,10506.4
PRM/KA/RERA/1250/304/PR/060423/005839,2.0,72.0,67.26166666666667,2.25,1.0,80,13650000,Bengaluru Rural,13.005077,77.779629,SHUBHA NIVAS,2023-01-01,Residential/Group Housing,Hosakote,4856,1979,2877,242266771,Mallasandra,Apartment,6.2,22.766143915137118,22.92579502744067,26.773056851191086,2.568668801425098,Whitefield (Kadugodi),7.570652572272425,Old Madras Road,0.9,4842.84
PRM/KA/RERA/1251/446/PR/201124/007242,2.0,35.0,72.52028571428572,1.75,1.0,59,137592000,Bengaluru Urban,13.03908,77.700303,EKAA BY SUMMIT,2023-08-07,Residential/Group Housing,Bengaluru East,3844,1215,2629,390557343,Hallehalli,Apartment,6.58,17.582523560244947,15.700871192327053,18.075403551854436,4.777128655782396,Singayyanapalya,2.3485572630321476,Old Madras Road,0.5932203389830508,2538.21
PRM/KA/RERA/1251/308/PR/220424/006827,2.0,52.0,74.83653846153847,1.99,2.0,103,42689400,Bengaluru Urban,12.8349846,77.7823796,RRL PALACIO,2024-04-15,Residential/Group Housing,Anekal,5873,2395,3478,393205286,Sarjapur,Apartment,6.5,40.98899532339624,27.84843893692349,34.43435308456397,16.867893916155804,Nallurahalli,13.749914474421493,Hosur Road,0.5048543689320388,3891.5000000000005
PRM/KA/RERA/1251/308/PR/091122/005429,2.0,141.0,69.24354609929078,2.25,2.0,349,78185250,Bengaluru Urban,12.82626,77.654881,ALCHEMY ELIXIR,2022-09-01,Residential/Group Housing,Anekal,16137,2787,13350,1353800000,Electronics City Phase 1,Apartment,9.42,41.49139514817708,19.00668585555897,25.954702230158457,12.010767972091013,Yelachenahalli,3.810287806296883,Hosur Road,0.4040114613180516,9763.34
PRM/KA/RERA/1251/446/PR/051024/007125,2.0,13.0,83.99083068615384,3.18,4.0,405,1335983994,Bengaluru Urban,12.98535765887552,77.75078040700681,SUMADHURA CAPITOL RESIDENCES,2024-08-10,Residential/Group Housing,Bengaluru East,16592,3653,12939,5354945631,Whitefield,Apartment,14.5,24.00349781216064,19.60427002307969,24.00057017427002,0.3946857215457005,Hopefarm Channasandra,5.762517225349203,Outer Ring Road,0.03209876543209877,1091.88079892
PRM/KA/RERA/1251/446/PR/110522/004876,2.0,572.0,64.74125874125875,2.39027375,4.0,900,1113291279,Bengaluru Urban,12.895928957814888,77.69638561113626,DSR HIGHLAND GREENZ,2022-01-27,Residential/Group Housing,Bengaluru East,40873,11133,29740,4014885279,Sarjapur Road,Apartment,10.74,33.424627504631665,16.341344403574404,22.938638375034405,9.271055916894339,Kundalahalli,3.9496360336714624,Outer Ring Road,0.6355555555555555,37032.0
PRM/KA/RERA/1251/309/PR/051024/007131,2.0,55.0,72.29525654,2.25,2.0,242,47000000,Bengaluru Urban,13.115247925859514,77.60701367857382,SLV GOLDEN TOWERS,2024-07-01,Residential/Group Housing,Bengaluru North,12646,3133,9513,1025200000,Yelahanka,Apartment,12.0,14.123777415854104,15.836513656028842,12.425075174959755,11.914285830494856,Yeshwantpur,0.011053766145941345,Bellary Road,0.22727272727272727,3976.2391097
PRM/KA/RERA/1251/446/PR/180723/006075,2.0,2.0,71.53,2.25,2.0,272,181581200,Bengaluru Urban,13.02959428962626,77.75215517263032,SARANG BY SUMADHURA PHASE-I,2023-07-01,Residential/Group Housing,Bengaluru East,13537,3058,10479,2380153697,Whitefield,Apartment,10.275,19.27238357958868,20.577829381501132,23.663951842156703,3.7973825383388258,Whitefield (Kadugodi),4.3484089619390245,Old Madras Road,0.007352941176470588,143.06
PRM/KA/RERA/1250/303/PR/200922/005253,2.0,155.0,49.30096774193548,2.0,4.0,245,19500000,Bengaluru Rural,13.23097,77.688889,GMC AERO SQUARE,2022-04-01,Residential/Group Housing,Devanahalli,9813,5412,4401,288918205,Sanne Amanikere,Apartment,6.87,4.116665190189101,30.930287583296206,27.97854818787664,25.592277397321286,Krishnarajapura,14.044940193841748,Bellary Road,0.6326530612244898,7641.65
PRM/KA/RERA/1251/309/PR/090523/005920,2.0,40.0,70.79675,2.25,1.0,80,123933946,Bengaluru Urban,13.063712002261337,77.51194857167624,Vruksha Greens,2023-04-01,Residential/Group Housing,Bengaluru North,3329,1551,1778,375942946,Yeswanthpur,Apartment,6.57,25.777139742971595,11.520810674103176,4.552362418003599,2.163116267580249,Nagasandra,2.0915860505518524,Tumkur Road,0.5,2831.87
PRM/KA/RERA/1251/309/PR/030524/006841,2.0,23.0,66.38173913043478,1.75,2.0,68,99994750,Bengaluru Urban,13.027311397638767,77.6204006171817,DS MAX SWASTIKA,2024-04-01,Residential/Group Housing,Bengaluru North,4046,2696,1350,227780269,Nagavara,Apartment,5.63,21.045920001120866,7.803272112091402,9.373356663609423,5.293368363081909,Swami Vivekananda Road,1.1886284387956012,Outer Ring Road,0.3382352941176471,1526.78
PRM/KA/RERA/1251/446/PR/190924/007044,2.0,49.0,77.09122448979592,2.5,3.0,262,773560823,Bengaluru Urban,13.01435118487214,77.68819711942342,SUMADHURA EPITOME-I,2024-08-10,Residential/Group Housing,Bengaluru East,15169,2901,12268,3222652106,Thanisandra,Apartment,11.31,20.400926311626257,13.45144101691606,16.801750972928183,1.9644889616591001,Krishnarajapura,0.7650903004188143,Old Madras Road,0.18702290076335878,3777.4700000000003
PRM/KA/RERA/1251/446/PR/280324/006759,2.0,127.0,67.41339606787402,2.39027375,3.0,227,549800000,Bengaluru Urban,12.919988455018844,77.72554604262099,DSR THE COURTYARD,2024-01-23,Residential/Group Housing,Bengaluru East,11027,3939,7088,1649300000,Gunjur,Apartment,8.97,30.81640785607431,17.975743870702207,24.011106364586794,6.267862671106094,Nallurahalli,3.9880144348164457,Outer Ring Road Underpass,0.5594713656387665,8561.50130062
PRM/KA/RERA/1251/308/PR/240424/006833,2.0,20.0,74.216,1.72,1.0,40,5581000,Bengaluru Urban,12.8748183,77.7866781,VRL HAPPY HOMES,2023-06-08,Residential/Group Housing,Anekal,1669,734,935,87475400,Sarjapur,Apartment,5.205,36.79074973103195,26.045753659930938,32.27237769027998,12.949624107155245,Hopefarm Channasandra,12.419296400865282,Outer Ring Road Underpass,0.5,1484.32
PRM/KA/RERA/1250/304/PR/050224/006608,2.0,54.0,71.66222222222223,1.75,2.0,124,148704700,Bengaluru Rural,12.942724127756184,77.76802025638177,MITHILA SPLENDOR,2023-11-29,Residential/Group Housing,Hosakote,7435,3910,3431,421085000,Varthur,Apartment,7.24,29.01312959555797,21.779880794729298,27.112261615267162,5.1715570704796505,Hopefarm Channasandra,7.581754515055316,Marathahalli Underpass,0.43548387096774194,3869.76
PRM/KA/RERA/1251/308/PR/210122/004649,2.0,196.0,48.2269387755102,2.7458,1.0,261,365704799,Bengaluru Urban,12.78689,77.74449,"Sobha Brooklyn Towers - Town Park Phase 5, W3",2021-12-01,Residential/Group Housing,Anekal,6762,1916,4845,1390002129,Yadavanahalli,Apartment,12.81,45.658578552228974,28.255472798220225,35.17746134800982,21.099607196812318,Nallurahalli,12.31485622895795,Hosur Road,0.7509578544061303,9452.48
PRM/KA/RERA/1251/308/PR/210122/004648,2.0,1.0,92.49,2.7458,1.0,261,391754106,Bengaluru Urban,12.78687,77.74449,"Sobha Brooklyn Towers - Town Park Phase 2, W2",2021-12-01,Residential/Group Housing,Anekal,5977,1959,4018,1363318212,Yadavanahalli,Apartment,12.81,45.660782013271664,28.257117652828708,35.17914455856122,21.10180849970437,Nallurahalli,12.31631978182294,Hosur Road,0.0038314176245210726,92.49
PRM/KA/RERA/1251/308/PR/270922/005268,2.0,1.0,92.49,2.7458,1.0,99,618649348,Bengaluru Urban,12.78687,77.74449,"Sobha Brooklyn Towers - Town Park Phase 3, W5",2024-10-01,Residential/Group Housing,Anekal,7385,1959,5426,2152921720,Yadavanahalli,Apartment,12.81,45.660782013271664,28.257117652828708,35.17914455856122,21.10180849970437,Nallurahalli,12.31631978182294,Hosur Road,0.010101010101010102,92.49
PRM/KA/RERA/1250/303/PR/151223/006485,2.0,142.0,57.97549295774648,2.34,3.0,487,161997172,Bengaluru Rural,13.237063,77.72428,IVORY PHASE 2 AT BRIGADE ORCHARDS,2023-12-05,Residential/Group Housing,Devanahalli,14134,2969,11165,2146572926,Devanahalli,Apartment,10.84,4.750814059231214,33.29397063666415,30.935888065397297,26.719769428801595,Krishnarajapura,17.136328390959193,Bellary Road,0.2915811088295688,8232.52
PRM/KA/RERA/1251/308/PR/170325/007589,2.0,64.0,67.83437500000001,2.25,3.0,317,67448018,Bengaluru Urban,12.884562566680485,77.76673436164856,Cynosure Sunny Groves,2025-02-15,Residential/Group Housing,Anekal,19171,3988,15183,1111200000,Sarjapur Road,Apartment,9.0,35.279125810288754,23.627816204291776,29.86572847212273,11.153053714814087,Nallurahalli,9.993991825520013,Outer Ring Road Underpass,0.20189274447949526,4341.400000000001
PRM/KA/RERA/1251/472/PR/251024/007176,2.0,82.0,76.90463414634146,3.0,4.0,410,995550000,Bengaluru Urban,13.09774919335909,77.63609410267543,RANKA ANKURA,2024-10-01,Residential/Group Housing,Yelahanka,19119,3507,15612,3282249300,Thanisandra,Apartment,9.77,13.442536698936491,15.174663492290257,13.452208172066733,11.726618984794923,Krishnarajapura,3.7428488209788053,Bellary Road,0.2,6306.18
PRM/KA/RERA/1251/446/PR/100423/005856,2.0,84.0,78.55583333333333,2.25,1.0,124,216373360,Bengaluru Urban,13.003555000000018,77.72939813389891,SRI SAI SAROVAR,2022-11-29,Residential/Group Housing,Bengaluru East,7302,3065,4237,567077780,K R Puram,Apartment,6.72,21.64605808153183,17.51423010333688,21.3781112854578,1.981294155584682,Pattandur Agrahara,2.7230075101093463,Old Madras Road,0.6774193548387096,6598.69
PRM/KA/RERA/1251/446/PR/300125/007459,2.0,12.0,56.63986233333333,1.75,1.0,28,1300000,Bengaluru Urban,13.06033,77.76311,SLN RESIDENCY,2025-01-16,Residential/Group Housing,Bengaluru East,2023,696,1327,107057788,Nimbekaipura,Apartment,6.5,16.418866628219916,22.8703707584177,25.09566345324454,7.167226885203121,Whitefield (Kadugodi),6.920580003994028,Old Madras Road,0.42857142857142855,679.678348
PRM/KA/RERA/1251/310/PR/100823/006135,2.0,25.0,753.4,2.3141454545454545,2.0,85,13500000,Bengaluru Urban,12.8642,77.6388,RAGAM MELODIES,2023-03-31,Residential/Group Housing,Bengaluru South,5825,1902,3923,323667126,Begur,Apartment,6.78,37.636541068426276,14.496798038183746,21.459368340434388,8.245161595755185,Yelachenahalli,1.642318492535114,Hosur Road,0.29411764705882354,18835.0
PRM/KA/RERA/1251/310/PR/120423/005862,2.0,137.0,69.63386861313869,2.25,3.0,286,501679770,Bengaluru Urban,12.867693,77.525434,CASAGRAND ZAIDEN,2023-04-07,Residential/Group Housing,Bengaluru South,14928,6448,8480,1605682814,Talaghattapura,Apartment,6.19,41.46573376207018,13.005185118255467,17.83644626077661,0.8221722517857105,Silk Institute,0.7917040435466504,Kanakapura Road,0.479020979020979,9539.84
PRM/KA/RERA/1251/446/PR/110722/005057,2.0,265.0,80.78734113207548,1.75,1.0,285,560716493,Bengaluru Urban,13.001075219619928,77.71977940644614,JAI ROYAL PARK,2022-02-01,Residential/Group Housing,Bengaluru East,13354,4938,8416,1415716493,K R Puram,Apartment,7.0,21.82399502865675,16.43963460518024,20.383441427628558,1.6384052089273335,Hoodi,2.3849329540311897,Old Madras Road,0.9298245614035088,21408.6454
PRM/KA/RERA/1251/310/PR/020822/005116,2.0,36.0,63.76472222222222,3.0,1.0,96,89750350,Bengaluru Urban,12.907247270340068,77.51245840543861,CHAITRASHREE LIFESTYLE,2020-08-20,Residential/Group Housing,Bengaluru South,3833,1918,1915,398322850,RR Nagar,Apartment,8.42,38.418499027026996,9.921191081429768,13.63810594657167,2.4253350317530065,Pattanagere,1.1809043119876184,NICE Expressway,0.375,2295.5299999999997
PRM/KA/RERA/1251/308/PR/220124/006570,2.0,18.0,70.455,2.25,1.0,149,201238675,Bengaluru Urban,12.863573,77.773545,BINARY TEMPLE TREE,2024-03-01,Residential/Group Housing,Anekal,10015,3805,6210,789065890,Sarjapur Road,Apartment,7.99,37.69922309482933,25.35938099163837,31.77000636751961,13.57761363823182,Nallurahalli,12.083734834954525,Outer Ring Road Underpass,0.12080536912751678,1268.19
PRM/KA/RERA/1251/308/PR/050924/006996,2.0,166.0,70.98993975903615,2.0950285714285717,6.0,702,2288800000,Bengaluru Urban,12.892282,77.7492091,DSR THE ADDRESS,2024-07-25,Residential/Group Housing,Anekal,55341,3922,51419,6866300000,Sarjapur,Apartment,10.08,34.12960916459402,21.543507182093016,27.80317783616841,9.698697850708836,Nallurahalli,7.941980223138435,Outer Ring Road Underpass,0.23646723646723647,11784.33
PRM/KA/RERA/1251/446/PR/170524/006882,2.0,480.0,70.65583333333333,3.247,13.0,2168,3905090255,Bengaluru Urban,13.04825455763293,77.75192499329425,Godrej Woodscapes,2024-01-31,Residential/Group Housing,Bengaluru East,45352,10200,35151,23582600000,Konadasapura,Apartment,10.11,17.278865500778828,21.233363676981174,23.736679158376102,5.846045415808688,Whitefield (Kadugodi),5.128796740218672,Old Madras Road,0.22140221402214022,33914.8
PRM/KA/RERA/1251/310/PR/150622/004987,2.0,323.0,75.7490092879257,2.5,9.0,594,732310800,Bengaluru Urban,12.857381,77.61446,SNN RAJ SERENITY,2022-05-02,Residential/Group Housing,Bengaluru South,28145,20235,7910,4078631774,Akshayanagar,Apartment,9.5,38.96682084879303,14.04322179031773,20.86723641505907,6.439100988881825,Yelachenahalli,2.5333465400271646,NICE Peripheral Ring Road,0.5437710437710438,24466.93
PRM/KA/RERA/1251/446/PR/280225/007531,2.0,88.0,70.32022727272728,1.74,1.0,184,176550000,Bengaluru Urban,12.941809,77.735562,BLUE MEADOWS Phase 2,2024-11-01,Residential/Group Housing,Bengaluru East,10825,5198,5627,692235198,Varthur,Apartment,7.53,28.508816499296223,18.342084724578697,23.887267059517853,4.0238359685804275,Nallurahalli,4.093368770414614,Outer Ring Road,0.4782608695652174,6188.18
PRM/KA/RERA/1251/308/PR/310322/004804,2.0,233.0,51.732231759656656,2.24,1.0,336,55500000,Bengaluru Urban,12.83622323813447,77.77645767172825,GREEN BOULEVARD,2022-03-15,Residential/Group Housing,Anekal,12545,3635,8910,840244480,Sarjapur,Apartment,8.901250000000001,40.72986971842238,27.24122491180498,33.84729478454603,16.511886134525422,Nallurahalli,13.078358131845638,Hosur Road,0.6934523809523809,12053.61
PRM/KA/RERA/1250/304/PR/030524/006836,2.0,13.0,67.83153846153846,2.25,2.0,195,29546200,Bengaluru Rural,12.982111,77.783472,ISHA HILIFE,2024-03-12,Residential/Group Housing,Hosakote,9712,2375,7336,423115981,Whitefield,Apartment,7.9750000000000005,25.29742819392875,23.135562887054444,27.549751032971137,3.1530374332479836,Whitefield (Kadugodi),8.945835721530361,Old Madras Road,0.06666666666666667,881.81
PRM/KA/RERA/1251/308/PR/290122/004660,2.0,356.0,58.95966292134831,2.0950285714285717,1.0,436,134547000,Bengaluru Urban,12.816877,77.775681,DS MAX SPOORTHI,2021-12-01,Residential/Group Housing,Anekal,14467,8290,6177,677693000,S.Medihalli,Apartment,4.0,42.8194596356541,28.451038670193466,35.170911656996054,18.51442541624458,Nallurahalli,13.59415720452311,Hosur Road,0.8165137614678899,20989.64
PRM/KA/RERA/1251/310/PR/150223/005721,2.0,272.0,90.90150735294117,2.94,1.0,600,193639380,Bengaluru Urban,12.897076,77.436939,DS MAX SAMYAK,2023-01-01,Residential/Group Housing,Bengaluru South,11735,2409,8326,1392140750,Kengeri,Apartment,6.355,44.28497451499051,16.941455655616263,17.970696159200262,4.465803227575516,Kengeri,2.791290258106577,Bengaluru-Mysuru Expressway,0.4533333333333333,24725.21
PRM/KA/RERA/1251/472/PR/250225/007524,2.0,539.0,74.49883116883117,1.99,2.0,992,528616221,Bengaluru Urban,13.19788,77.635378,DS MAX SKY SHLOKAM,2025-02-01,Residential/Group Housing,Yelahanka,27214,3553,22294,2393974663,Navarathna Agrahara,Apartment,6.2,7.68781451739763,25.466850647963707,21.706156497937013,21.340337887538293,Peenya,8.01456682668784,Bellary Road,0.5433467741935484,40154.87
PRM/KA/RERA/1251/310/PR/090523/005917,2.0,28.0,71.51285714285714,2.25,1.0,120,352240263,Bengaluru Urban,12.910510897717415,77.53997921268312,SHIVAGANGA AR PRAKRUTHI,2022-09-02,Residential/Group Housing,Bengaluru South,6523,3230,3293,859806600,Chikkalasandra,Apartment,7.32,36.55521674837693,8.027681662399898,13.091370943220491,3.1798920718672687,Doddakallasandra,1.0318885273345928,NICE Expressway,0.23333333333333334,2002.3600000000001
PRM/KA/RERA/1251/446/PR/151223/006488,2.0,72.0,76.30000000000001,2.25,1.0,300,465103540,Bengaluru Urban,13.010281060716672,77.75070548057556,ANKURAA MERIDIAN,2023-10-01,Residential/Group Housing,Bengaluru East,16035,4211,11824,2838678307,Kadugodi,Apartment,9.3,21.307771285123906,19.921230325743238,23.5955563770502,1.7900666252702981,Whitefield (Kadugodi),4.326104823363855,Old Madras Road,0.24,5493.6
PRM/KA/RERA/1250/303/PR/280225/007529,2.0,180.0,63.5219249325,2.49,7.0,798,1490400000,Bengaluru Rural,13.24131597560623,77.72044448956024,Park Cubix Phase 2,2024-09-01,Residential/Group Housing,Devanahalli,36128,6327,29801,4483800000,Devanahalli,Apartment,8.06,5.041948649467362,33.4976841863858,31.015297877206326,27.107683533411027,Krishnarajapura,17.175244999669722,Bellary Road,0.22556390977443608,11433.94648785
PRM/KA/RERA/1251/472/PR/160623/005992,2.0,111.0,75.51783783783783,2.25,1.0,276,379000000,Bengaluru Urban,13.098978317751728,77.56032201441673,ARYAN KRISHNAA DIVINE,2023-04-17,Residential/Group Housing,Yelahanka,13536,6260,7276,1303190000,Yelahanka,Apartment,8.0,19.2421375370538,13.570974903560385,8.282509233123523,7.867692763131709,Peenya,4.07408287761662,Bellary Road,0.40217391304347827,8382.48
PRM/KA/RERA/1251/308/PR/050225/007482,2.0,80.0,80.36120737,2.24,2.0,256,20000000,Bengaluru Urban,12.870810569399094,77.77382363121231,ARS ZURICH PHASE-2,2024-12-17,Residential/Group Housing,Anekal,15091,4980,10111,1400000000,Sarjapur,Apartment,8.0,36.919953521776556,25.00036882103533,31.34124431229978,12.85616814960572,Nallurahalli,11.567555996613013,Outer Ring Road Underpass,0.3125,6428.8965896
PRM/KA/RERA/1250/304/PR/180524/006898,2.0,40.0,74.688,1.495,1.0,76,94087700,Bengaluru Rural,13.058758,77.782596,JP LAVENDER BLOCK-A,2024-04-01,Residential/Group Housing,Hosakote,4704,2458,2246,401266867,Hoskote,Apartment,7.9750000000000005,17.475612157364143,24.753956435478866,27.168419857477396,7.466490593520108,Whitefield (Kadugodi),8.653362561038776,Old Madras Road,0.5263157894736842,2987.52
PRM/KA/RERA/1251/446/PR/060324/006671,2.0,122.0,76.27040983606557,2.06,1.0,136,264500000,Bengaluru Urban,12.998944492775792,77.72183163028473,JAI FORTUNE SQUARE,2023-11-30,Residential/Group Housing,Bengaluru East,8496,4386,4110,734500000,K R Puram,Apartment,7.2,22.075058851440556,16.622844220808545,20.639941111511927,1.5993109406489603,Hoodi,2.703977416431859,Old Madras Road,0.8970588235294118,9304.99
PRM/KA/RERA/1251/446/PR/160622/005000,2.0,666.0,55.696036036036034,2.39027375,9.0,1161,830706136,Bengaluru Urban,13.011153967939244,77.74625655126265,Godrej Splendour,2022-03-21,Residential/Group Housing,Bengaluru East,30898,16395,14502,5255170993,Belathur,Apartment,11.74,21.109429675975125,19.465898521922746,23.106440539156466,2.1250267387881427,Whitefield (Kadugodi),3.827057541581567,Old Madras Road,0.5736434108527132,37093.56
PRM/KA/RERA/1250/304/PR/251024/007179,2.0,454.0,65.32808370044053,2.17,1.0,870,75000000,Bengaluru Rural,12.99242,77.79707,DS MAX SKY FIELDS,2024-11-01,Residential/Group Housing,Hosakote,20006,2919,17087,1533140517,Thirumalashettyhally,Apartment,8.7,24.7721569221151,24.66399759971241,28.81874321977173,4.260033581128894,Whitefield (Kadugodi),9.83790694714031,Old Madras Road,0.5218390804597701,29658.95
PRM/KA/RERA/1251/308/PR/020923/006223,2.0,6.0,75.44,2.246,2.0,832,160718120,Bengaluru Urban,12.868634770732536,77.68724709749222,Adarsh Welkin Park Phase 1,2023-07-01,Residential/Group Housing,Anekal,55408,5386,50022,7490933520,Gattahalli,Apartment,11.9,36.48544547606128,17.435207176848465,24.29150213986328,12.439509941370833,Kundalahalli,3.0594132706175974,Hosur Road,0.007211538461538462,452.64
PRM/KA/RERA/1251/310/PR/080823/006128,2.0,24.0,67.72,1.75,1.0,56,62875740,Bengaluru Urban,12.893945705132992,77.47398641347884,HONEY COMB HOMES,2023-04-25,Residential/Group Housing,Bengaluru South,3009,1618,1391,232704354,Mysore Road,Apartment,5.75,42.02007202205837,13.894049419018684,16.26793232634154,1.5703215278404494,Kengeri,0.29775018884132964,NICE Peripheral Ring Road,0.42857142857142855,1625.28
PRM/KA/RERA/1251/308/PR/260924/007083,2.0,8.0,80.36112972,1.74,1.0,76,40000000,Bengaluru Urban,12.8651430060238,77.7680486781593,RAAGA BY BHAVISHA HOMES,2024-06-17,Residential/Group Housing,Anekal,5561,2435,3126,490000000,Sompura,Apartment,8.0,37.41752161166126,24.755258686738745,31.1827766957606,13.194424775030702,Nallurahalli,11.525537213754427,Outer Ring Road Underpass,0.10526315789473684,642.88903776
PRM/KA/RERA/1251/310/PR/110823/006149,2.0,28.0,78.97,2.3141454545454545,1.0,68,137650000,Bengaluru Urban,12.862987847240325,77.57013763068623,BHOOMIKA HERITAGE,2023-02-28,Residential/Group Housing,Bengaluru South,3975,2185,1790,390000000,Anjanapura Township,Apartment,6.5,39.886892461563015,12.579965837979902,18.74741022203577,2.986276067154306,Konanakunte Cross,1.6019591647178761,NICE Peripheral Ring Road,0.4117647058823529,2211.16
PRM/KA/RERA/1251/310/PR/200924/007054,2.0,16.0,73.66,2.25,1.0,104,188262235,Bengaluru Urban,12.8970696,77.5255816,ARKHA SANCTUARY,2023-08-01,Residential/Group Housing,Bengaluru South,4875,2437,2438,615743565,Uttarahalli Hobli,Apartment,6.75,38.62447534317376,10.05753698388054,14.590911686853884,3.006930950679684,Vajarahalli,0.5936806207988281,NICE Expressway,0.15384615384615385,1178.56
