rera_ids,far,number_of_towers,total_unit_count,1_5BHK_count,1BHK_count,1RK_count,2_5BHK_count,2BHK_count,3_5BHK_count,3BHK_count,4_5BHK_count,4BHK_count,5BHK_count,1_5BHK_mean_carpet_area,1BHK_mean_carpet_area,1RK_mean_carpet_area,2_5BHK_mean_carpet_area,2BHK_mean_carpet_area,3_5BHK_mean_carpet_area,3BHK_mean_carpet_area,4_5BHK_mean_carpet_area,4BHK_mean_carpet_area,5BHK_mean_carpet_area,cost_of_land_inr,district,latitude,longitude,project_name,project_start_date,project_type,taluk,total_area_of_land_sqm,total_covered_area_sqm,total_open_area_sqm,total_project_cost_inr,area,product_type,1RK,1BHK,1_5BHK,2BHK,2_5BHK,3BHK,3_5BHK,4BHK,4_5BHK,5BHK,avg_price,airport_distance_kms,ksr_jn_distance_kms,yeshwantpur_jn_distance_kms,nearest_metro_dist_kms,nearest_metro_station,nearest_major_road_dist_kms,nearest_major_road
PRM/KA/RERA/1251/308/PR/110422/004824,2.24,11.0,250,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6108,0.0,0.0,0.0,146445796,Bengaluru Urban,12.880866,77.676067,GR SITARA,2022-01-20,Residential/Group Housing,Anekal,12241,5596,6645,1372504881,Hosa Road,Apartment,0,0,0,0,0,1,0,0,0,0,9.0,35.226701657661714,15.624807157363474,22.474454375110966,11.319851292638068,Rashtreeya Vidyalaya Road,2.742015506240511,Hosur Road
PRM/KA/RERA/1251/309/PR/070325/007559,3.23,12.0,1124,0.0,116.0,0.0,0.0,16.0,0.0,880.0,0.0,112.0,0.0,0.0,41.48844827586207,0.0,0.0,78.3675,0.0,111.66707954545454,0.0,170.80107142857145,0.0,10375967940,Bengaluru Urban,13.0963417,77.59289919999999,Brigade Eternia,2025-03-17,Residential/Group Housing,Bengaluru North,49622,12705,36917,19948026580,Yelahanka,Apartment,0,1,0,1,0,1,0,1,0,0,13.5,16.65545987731864,13.461133421437621,9.839037779148532,9.334325049777762,Yeshwantpur,0.5394682984497815,Bellary Road
PRM/KA/RERA/1251/446/PR/300924/007105,2.247,8.0,698,0.0,0.0,95.0,0.0,186.0,0.0,689.0,0.0,0.0,0.0,0.0,0.0,24.596526315789475,0.0,72.74026881720431,0.0,112.45653120464442,0.0,0.0,0.0,1098268515,Bengaluru Urban,12.88946,77.705805,GODREJ LAKESIDE ORCHARD,2024-11-01,Residential/Group Housing,Bengaluru East,48829,15508,33321,8745472946,Chikkakannalli,Apartment,1,0,0,1,0,1,0,0,0,0,20.215,34.123024845895436,17.588654687248162,24.182315269531657,9.807534281592769,Kundalahalli,5.050650943920399,Outer Ring Road
PRM/KA/RERA/1250/303/PR/010425/007644,1.37,31.0,1961,0.0,0.0,0.0,0.0,985.0,0.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.86518781725889,0.0,89.42056352459016,0.0,0.0,0.0,1717255135,Bengaluru Rural,13.196904,77.654865,BARCA AT GODREJ MSR CITY,2025-04-01,Residential/Group Housing,Devanahalli,69817,38022,31795,20154639442,Shettigere,Apartment,0,0,0,1,0,1,0,0,0,0,13.31,5.576559106600998,26.030432631337803,22.76072674672956,21.93440911519748,Krishnarajapura,8.800784325261368,Bellary Road
PRM/KA/RERA/1250/303/PR/090125/007369,2.456,2.0,316,0.0,146.0,0.0,0.0,145.0,0.0,25.0,0.0,0.0,0.0,0.0,38.578835616438354,0.0,0.0,52.87875862068966,0.0,72.9052,0.0,0.0,0.0,172062000,Bengaluru Rural,13.208756,77.668842,IMPACT SANVI AERO GARDENS,2024-11-20,Residential/Group Housing,Devanahalli,10622,3660,6962,1000731807,Udayagiri,Apartment,0,1,0,1,0,1,0,0,0,0,9.58,4.234194055322681,27.807954870125602,24.709992472178715,23.125585427481372,Krishnarajapura,10.746304244272633,Bellary Road
PRM/KA/RERA/1251/309/PR/030623/005968,2.5,1.0,101,0.0,0.0,0.0,1.0,30.0,0.0,58.0,0.0,12.0,0.0,0.0,0.0,0.0,82.3,77.24033333333334,0.0,96.81137931034483,0.0,125.09234166666666,0.0,22819193,Bengaluru Urban,13.07675,77.60486111,RR WISH TALES,2023-03-01,Residential/Group Housing,Bengaluru North,4957,2273,2684,430621608,Jakkur,Apartment,0,0,0,1,1,1,0,1,0,0,11.285588235294117,17.338046335328546,11.686257201681354,9.344958871671505,8.401012034830364,Yeshwantpur,1.3194800793688701,Hebbal Service Road towards Bengaluru
PRM/KA/RERA/1251/446/PR/220923/006280,2.249,1.0,168,0.0,28.0,0.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,39.86,0.0,0.0,70.68,0.0,85.61800000000001,0.0,0.0,0.0,239933584,Bengaluru Urban,12.891308,77.709974,PSR VANASREE PHASE-1,2023-09-01,Residential/Group Housing,Bengaluru East,6573,1228,5344,850434014,Kodathi,Apartment,0,1,0,1,0,1,0,0,0,0,9.74,33.92088005234376,17.85954549361187,24.4047984340054,9.565030427700401,Kundalahalli,5.105523741421961,Outer Ring Road
PRM/KA/RERA/1251/310/PR/280324/006731,1.75,2.0,91,0.0,0.0,0.0,0.0,70.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.272,0.0,106.15666666666667,0.0,0.0,0.0,132649000,Bengaluru Urban,12.832704266890238,77.6945384562583,VARAD,2024-01-01,Residential/Group Housing,Bengaluru South,5767,1447,4320,392649000,Electronic City,Apartment,0,0,0,1,0,1,0,0,0,0,7.17,40.421970826967645,20.870200531597074,27.81430774828334,15.214847778548519,Yelachenahalli,4.796170760318705,Hosur Road
PRM/KA/RERA/1251/309/PR/060324/006692,3.24,2.0,358,0.0,0.0,72.0,0.0,72.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,16.16,0.0,92.53,0.0,107.17757009345794,0.0,0.0,0.0,377577120,Bengaluru Urban,13.14778,77.6808,ASSETZ SORA & SAKI Phase 1,2024-04-01,Residential/Group Housing,Bengaluru North,23598,2886,20712,2638907120,Bagalur,Apartment,1,0,0,1,0,1,0,0,0,0,11.285588235294117,6.195782878360097,22.402050246227585,20.663907550395887,16.36338463733811,Krishnarajapura,7.689442012002661,Bellary Road
PRM/KA/RERA/1251/309/PR/030524/006839,3.25,5.0,477,0.0,0.0,0.0,0.0,27.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.80851851851851,0.0,96.69368421052631,0.0,0.0,0.0,900505262,Bengaluru Urban,13.095751,77.596352,Concorde Mayfair,2024-05-15,Mixed Development,Bengaluru North,13551,5258,8293,3129393748,Yelahanka,Apartment,0,0,0,1,0,1,0,0,0,0,13.18,16.42596221479574,13.470443688597864,10.0378109542182,9.471670693235282,Yeshwantpur,0.15627878684184027,Bellary Road
PRM/KA/RERA/1251/308/PR/230125/007420,2.7404,3.0,480,0.0,76.0,0.0,0.0,282.0,0.0,122.0,0.0,0.0,0.0,0.0,44.62,0.0,0.0,78.33539007092199,0.0,104.88983606557377,0.0,0.0,0.0,1749261535,Bengaluru Urban,12.79128169469662,77.74044010229798,Sobha Madison Heights-Townpark Phase 1 W5 to 7,2025-08-01,Residential/Group Housing,Anekal,11496,6246,5250,5200301613,Attibele,Apartment,0,1,0,1,0,1,0,0,0,0,11.51,45.13657899046781,27.60018821117096,34.52245935345318,20.575570607045325,Nallurahalli,11.655683031086314,Hosur Road
PRM/KA/RERA/1251/446/PR/170524/006886,2.245,2.0,154,0.0,0.0,0.0,49.0,35.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,76.04714126714285,62.987736904,0.0,82.73875882499999,0.0,0.0,0.0,149934624,Bengaluru Urban,12.890105547781875,77.69043344074463,MSR PASSION SQUARE,2024-04-13,Residential/Group Housing,Bengaluru East,6727,3315,3412,501934624,Sarjapur Road,Apartment,0,0,0,1,1,1,0,0,0,0,8.0,34.0950274026886,16.177620669657177,22.873313849681356,10.05551136913504,Kundalahalli,4.241900654989667,Outer Ring Road
PRM/KA/RERA/1251/308/PR/220223/005739,2.0,1.0,104,0.0,0.0,0.0,64.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.53125,79.13,0.0,0.0,0.0,0.0,0.0,35507500,Bengaluru Urban,12.784659857621374,77.69694208423464,ABHEE PRIDE,2023-01-02,Residential/Group Housing,Anekal,5095,1361,3734,408744600,Chandapura,Apartment,0,0,0,1,1,0,0,0,0,0,7.11,45.728200011586196,25.30405138262654,32.27376213608972,18.476682133610414,Yelachenahalli,9.265158866160911,Hosur Road
PRM/KA/RERA/1251/446/PR/270125/007434,1.75,1.0,24,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.77749999999999,0.0,0.0,0.0,65183005,Bengaluru Urban,12.9162468,77.7002299,GALAXY TOWER,2024-06-01,Residential/Group Housing,Bengaluru East,1877,919,958,119783005,Bellandur,Apartment,0,0,0,0,0,1,0,0,0,0,9.5,31.16652234342174,15.604300201848302,21.909975389611574,6.987685374128159,Kundalahalli,2.247544766123782,Outer Ring Road
PRM/KA/RERA/1251/446/PR/200923/006275,2.23,6.0,494,0.0,0.0,0.0,0.0,6.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.28500000000001,0.0,117.75948770491804,0.0,0.0,0.0,218594941,Bengaluru Urban,12.93027778,77.73258333,ADARSH PARK HEIGHTS PHASE-2,2023-08-01,Residential/Group Housing,Bengaluru East,32445,4426,28020,4870975100,Sarjapur Road,Apartment,0,0,0,1,0,1,0,0,0,0,19.39,29.744235006713563,18.342192162564903,24.140158671546843,5.196725677763201,Nallurahalli,4.149357590424655,Outer Ring Road
PRM/KA/RERA/1251/446/PR/200923/006269,2.99,6.0,604,0.0,225.0,0.0,0.0,0.0,0.0,224.0,0.0,151.0,0.0,0.0,40.48030472,0.0,0.0,0.0,0.0,112.21632457767858,0.0,150.03359860728477,0.0,1460175786,Bengaluru Urban,12.93122639,77.713435,"Sobha Neopolis Phase 1 - W 14, 15, 16, 17, 18 &19",2023-10-01,Residential/Group Housing,Bengaluru East,21443,4599,16845,7012836389,Balagere,Apartment,0,1,0,0,0,1,0,1,0,0,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass
PRM/KA/RERA/1251/446/PR/200923/006270,2.99,2.0,226,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.09936412577778,0.0,0.0,0.0,641751108,Bengaluru Urban,12.93122639,77.713435,Sobha Neopolis Phase 2 - W 12 & 13,2024-01-01,Residential/Group Housing,Bengaluru East,17488,1897,15591,3082164694,Balagere,Apartment,0,0,0,0,0,1,0,0,0,0,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass
PRM/KA/RERA/1251/446/PR/200923/006271,2.99,3.0,304,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.3906911996689,0.0,0.0,0.0,853789843,Bengaluru Urban,12.93122639,77.713435,"Sobha Neopolis Phase 5 - W 5, 6 & 7",2024-04-01,Residential/Group Housing,Bengaluru East,10322,2661,7661,4100531934,Balagere,Apartment,0,0,0,0,0,1,0,0,0,0,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass
PRM/KA/RERA/1251/446/PR/220923/006282,2.99,4.0,376,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.69538350540542,0.0,150.0353517368421,0.0,1227430368,Bengaluru Urban,12.93122639,77.713435,"Sobha Neopolis Phase 3 - W 1, 2, 10 & 11",2023-10-01,Residential/Group Housing,Bengaluru East,36283,3717,32565,5894534839,Balagere,Apartment,0,0,0,0,0,1,0,1,0,0,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass
PRM/KA/RERA/1251/446/PR/220923/006283,2.99,4.0,376,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.69538350540542,0.0,150.0353517368421,0.0,1227430368,Bengaluru Urban,12.93122639,77.713435,"Sobha Neopolis Phase 4 - 3, 4, 8 & 9",2024-04-01,Residential/Group Housing,Bengaluru East,20288,3717,16570,5895030797,Balagere,Apartment,0,0,0,0,0,1,0,1,0,0,11.118456790123457,29.512525312872143,16.325283346386087,22.254639303463968,5.134825836066569,Kundalahalli,2.190477223599745,Outer Ring Road Underpass
PRM/KA/RERA/1251/310/PR/210324/006722,1.67,1.0,96,0.0,0.0,0.0,32.0,24.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,204.75,78.66666666666667,0.0,106.5,0.0,0.0,0.0,23429095,Bengaluru Urban,12.88989417020082,77.65424668113558,ABHEE RIVIERA ROYALE,2024-02-21,Residential/Group Housing,Bengaluru South,6981,3258,3723,451213095,Kudlu,Apartment,0,0,0,1,1,1,0,0,0,0,9.68,34.53953464612776,13.236473740940921,20.150325057359755,8.749696638804913,Rashtreeya Vidyalaya Road,1.3896749984223602,Hosur Road
PRM/KA/RERA/1251/309/PR/050325/007545,2.99,5.0,1017,0.0,121.0,0.0,93.0,111.0,62.0,568.0,62.0,0.0,0.0,0.0,40.29090909090909,0.0,87.47,79.7718918918919,118.40064516129033,105.81783450704225,151.29483870967744,0.0,0.0,474960278,Bengaluru Urban,12.914917,77.7365,ABHEE AARIA,2025-02-07,Residential/Group Housing,Bengaluru North,49321,5321,44000,7913857672,Varthur,Apartment,0,1,0,1,1,1,1,0,1,0,10.04,31.477568034100535,19.285891856579433,25.321188089255063,6.943849112187245,Nallurahalli,5.316494917481506,Outer Ring Road Underpass
PRM/KA/RERA/1251/310/PR/261124/007247,2.24,1.0,168,0.0,0.0,0.0,0.0,35.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.07147073857143,0.0,85.75836914406014,0.0,0.0,0.0,240140000,Bengaluru Urban,12.88884,77.46566,VAARAHI VIVAREA,2024-05-17,Residential/Group Housing,Bengaluru South,8600,3932,4668,1096278050,Kengeri,Apartment,0,0,0,1,0,1,0,0,0,0,6.5,43.01553166264425,14.946935382500875,17.157757287876656,2.419757660271743,Kengeri,1.0698672355670422,Bengaluru-Mysuru Expressway
PRM/KA/RERA/1251/446/PR/280222/004736,2.39027375,8.0,976,0.0,169.0,0.0,0.0,538.0,0.0,269.0,0.0,0.0,0.0,0.0,34.41266272189349,0.0,0.0,55.674973052044614,0.0,70.46955390334573,0.0,0.0,0.0,858914069,Bengaluru Urban,12.892460698272378,77.7056075300935,GODREJ PARK RETREAT,2022-02-28,Residential/Group Housing,Bengaluru East,29424,11065,18359,4528716729,Chikkakannalli,Apartment,0,1,0,1,0,1,0,0,0,0,17.22,33.79110014265667,17.390539166451028,23.95547482838079,9.479990904312126,Kundalahalli,4.746710218429705,Outer Ring Road
PRM/KA/RERA/1251/309/PR/180524/006894,3.25,6.0,379,0.0,35.0,0.0,0.0,20.0,0.0,274.0,0.0,24.0,26.0,0.0,30.81,0.0,0.0,127.55049999999999,0.0,142.83295620437957,0.0,191.92999999999998,273.5873076923077,1249944092,Bengaluru Urban,13.1103641,77.6067077,Brigade Insignia,2024-05-24,Residential/Group Housing,Bengaluru North,23801,11232,12569,5151867935,Yelahanka,Apartment,0,1,0,1,0,1,0,1,0,1,21.39,14.504193499099223,15.305585577632481,11.991850632052234,11.438381265907799,Yeshwantpur,0.2331577195961028,Bellary Road
PRM/KA/RERA/1251/310/PR/211122/005486,2.25,1.0,53,0.0,0.0,0.0,0.0,39.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.78076923076922,0.0,92.745,0.0,0.0,0.0,67162400,Bengaluru Urban,12.9715987,77.5945627,Emmanuel Ashley Park,2022-01-17,Residential/Group Housing,Bengaluru South,2470,1594,876,202855120,Bommanahalli,Apartment,0,0,0,1,0,1,0,0,0,0,12.5,27.814353641697952,2.6922216726937553,9.114431701905218,0.8515616525826092,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1.5934796118260295,BGS Flyover
PRM/KA/RERA/1251/446/PR/101122/005450,2.25,2.0,202,0.0,0.0,0.0,113.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.93592920353981,65.3491011235955,0.0,0.0,0.0,0.0,0.0,25000000,Bengaluru Urban,12.889697734762262,77.69555926322937,MACASA EMERALD,2022-10-24,Residential/Group Housing,Bengaluru East,7812,3163,4649,661200000,"Chikkanayakanahalli, Choodasandra",Apartment,0,0,0,1,1,0,0,0,0,0,11.53,34.11657890459616,16.655133664930442,23.318743863747414,9.963187262320776,Kundalahalli,4.532322485268933,Outer Ring Road
PRM/KA/RERA/1251/446/PR/230425/007689,2.499,2.0,130,0.0,0.0,0.0,13.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,78.96692678999999,0.0,0.0,102.09006277948718,0.0,0.0,0.0,458321154,Bengaluru Urban,13.061152452533673,77.75517903840685,AMOGAYA ADORIT,2025-04-01,Residential/Group Housing,Bengaluru East,7714,1566,6148,1298276654,Budigere Cross,Apartment,0,0,0,0,1,1,0,0,0,0,8.59,16.03006813277352,22.12456971781274,24.257389730524352,7.242552260438817,Whitefield (Kadugodi),6.307257270915549,Old Madras Road
PRM/KA/RERA/1251/308/PR/100125/007377,0.54,6.0,796,0.0,0.0,0.0,66.0,68.0,128.0,402.0,0.0,132.0,0.0,0.0,0.0,0.0,87.70151515151515,74.44,129.65578125,112.84487562189055,0.0,149.13,0.0,3396784061,Bengaluru Urban,12.87807,77.75428,Nambiar District 25 Phase 1,2025-01-25,Residential/Group Housing,Anekal,35471,4503,30968,12233520669,Dommasandra,Apartment,0,0,0,1,1,1,1,1,0,0,12.0,35.763740458657274,22.751983955351953,29.137192223078483,11.361852018842995,Nallurahalli,9.430556777654536,Outer Ring Road Underpass
PRM/KA/RERA/1251/308/PR/120123/005613,0.83,1.0,662,0.0,69.0,0.0,0.0,344.0,0.0,226.0,0.0,23.0,0.0,0.0,31.770000000000003,0.0,0.0,60.24139534883721,0.0,84.30646017699114,0.0,130.28,0.0,1562517450,Bengaluru Urban,12.804859864618368,77.69967913627625,Cielo at Brigade Valencia,2023-02-01,Residential/Group Housing,Anekal,32229,4159,28070,4309462359,Bommasandra,Apartment,0,1,0,1,0,1,0,1,0,0,10.15,43.48815921543338,23.63417396922317,30.602154893203657,17.307764134331972,Yelachenahalli,7.474499501402385,Hosur Road
PRM/KA/RERA/1251/310/PR/210325/007603,2.49,14.0,2130,0.0,204.0,0.0,0.0,323.0,0.0,1402.0,0.0,201.0,0.0,0.0,40.58,0.0,0.0,66.0888854489164,0.0,104.26889443651925,0.0,153.6013930348259,0.0,5968313078,Bengaluru Urban,12.8741008,77.62312969999999,Prestige Southern Star,2025-04-01,Residential/Group Housing,Bengaluru South,119852,54536,65316,26559395280,Akshayanagar,Apartment,0,1,0,1,0,1,0,1,0,0,11.4,36.94066732342887,12.716172444259048,19.648245149045852,6.244862566945583,Yelachenahalli,2.4538362005375562,Hosur Road
PRM/KA/RERA/1251/308/PR/130622/004973,1.74,3.0,56,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.86589285714285,0.0,0.0,0.0,0.0,0.0,12700285,Bengaluru Urban,12.7507246,77.73205639999999,Aradhra,2022-01-01,Residential/Group Housing,Anekal,4046,2000,2046,162700285,Chandapura,Apartment,0,0,0,1,0,0,0,0,0,0,4.5,49.54999834455862,30.549063672281367,37.52014319983342,23.82295497953781,Yelachenahalli,14.466933578390362,Hosur Road
PRM/KA/RERA/1251/472/PR/080525/007728,3.0,4.0,456,0.0,0.0,44.0,0.0,44.0,0.0,278.0,0.0,90.0,0.0,0.0,0.0,24.8,0.0,110.366,0.0,134.91556115107912,0.0,182.29199999999997,0.0,3543753837,Bengaluru Urban,13.1225,77.634,Assetz Zen & Sato,2025-05-15,Residential/Group Housing,Yelahanka,27927,6185,21742,7636702779,Sathnur,Apartment,1,0,0,1,0,1,0,1,0,0,13.43,11.446540219237706,17.547425868742888,15.010137679111123,14.274459929734832,Yeshwantpur,2.313017371676064,Bellary Road
PRM/KA/RERA/1251/446/PR/130225/007501,2.247,2.0,218,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.03798937431192,0.0,0.0,0.0,1060071202,Bengaluru Urban,12.8659,77.6946,ASSETZ REN & REI,2025-02-01,Residential/Group Housing,Bengaluru East,15378,4203,10085,2737901590,Gattahalli,Apartment,0,0,0,0,0,1,0,0,0,0,11.118456790123457,36.75133158479848,18.226447615105858,25.061066480760072,12.564259344520911,Kundalahalli,3.7791869155115867,Hosur Road
PRM/KA/RERA/1251/446/PR/160224/006626,2.23,2.0,393,0.0,0.0,0.0,0.0,144.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.44027777777778,0.0,89.0640562248996,0.0,0.0,0.0,607850481,Bengaluru Urban,12.9458107,77.7541344,SSVR NIYAARA,2024-01-05,Residential/Group Housing,Bengaluru East,19545,4474,15071,2473702335,Varthur,Apartment,0,0,0,1,0,1,0,0,0,0,9.3,28.367321922050124,20.236933529295626,25.582440857400627,4.474695098720782,Kadugodi Tree Park,6.0029427494203516,Marathahalli Underpass
PRM/KA/RERA/1251/472/PR/250322/004785,1.23,5.0,114,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.5596551724138,0.0,175.25,0.0,304652538,Bengaluru Urban,13.07032,77.6141,Assetz Soho & Sky,2022-04-01,Residential/Group Housing,Yelahanka,18266,3942,14324,1533068531,Jakkur,Apartment,0,0,0,0,0,1,0,1,0,0,11.72,17.296060733558733,11.395010782632612,9.832634159319893,8.69616115673378,Yeshwantpur,2.3377661564898657,Bellary Road
PRM/KA/RERA/1251/310/PR/290323/005829,2.3141454545454545,2.0,378,0.0,0.0,0.0,0.0,2.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.44,0.0,91.73882978723402,0.0,0.0,0.0,1729326391,Bengaluru Urban,12.97492635724679,77.55532566931151,Purva Blubelle,2023-04-01,Residential/Group Housing,Bengaluru South,15570,2008,13562,4245172810,Magadi Road,Apartment,0,0,0,1,0,1,0,0,0,0,15.9,29.60689974291284,1.63645016619646,6.383017453341444,0.0781189029668333,Magadi Road,1.5722673308893875,"['BGS Flyover', 'Bala Gangadhara Swamy Flyover']"
PRM/KA/RERA/1251/310/PR/071022/005307,2.3141454545454545,1.0,44,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.71972222222223,0.0,185.25625,0.0,493503675,Bengaluru Urban,12.900326736514016,77.64709521454162,Purva Meraki,2022-10-31,Residential/Group Housing,Bengaluru South,4147,962,3185,1139814384,HSR Layout,Apartment,0,0,0,0,0,1,0,1,0,0,14.71,33.5412474913462,11.867180762004736,18.768836791844574,7.615702264381987,Rashtreeya Vidyalaya Road,1.3197611088299543,Hosur Road
PRM/KA/RERA/1251/446/PR/301024/007191,2.25,2.0,90,0.0,0.0,0.0,10.0,61.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82300000000001,68.54524590163935,103.56,94.90833333333335,0.0,0.0,0.0,156494000,Bengaluru Urban,12.972537,77.766393,JAGADHABI PREMIER 1,2024-07-25,Residential/Group Housing,Bengaluru East,3743,2152,1590,570662205,Nagondanahalli,Apartment,0,0,0,1,1,1,1,0,0,0,10.5,25.76983113805323,21.280244767481385,25.965396264016103,2.1327347474979628,Hopefarm Channasandra,7.152027204076446,Outer Ring Road
PRM/KA/RERA/1251/446/PR/091123/006409,1.207,2.0,228,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.13453488372093,0.0,126.09,0.0,240000000,Bengaluru Urban,12.8882,77.716003,MANA DALE,2023-12-01,Residential/Group Housing,Bengaluru East,28227,1536,26691,2870000000,Sarjapur Road,Apartment,0,0,0,0,0,1,0,1,0,0,8.9,34.27853609583761,18.596791366639742,25.1312158803819,9.831550144300994,Nallurahalli,5.767589182779401,Outer Ring Road
PRM/KA/RERA/1250/304/PR/210324/006726,2.1984166666666667,9.0,1275,0.0,0.0,0.0,0.0,708.0,0.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.622867231638416,0.0,81.29860670194005,0.0,0.0,0.0,1522001662,Bengaluru Rural,12.99101119469816,77.8052621238037,Provident Botanico,2024-04-01,Residential/Group Housing,Hosakote,69302,52176,17125,7587251343,Whitefield,Apartment,0,0,0,1,0,1,0,0,0,0,8.745000000000001,25.27942439932707,25.540574202291623,29.72056950980868,5.159522087538792,Whitefield (Kadugodi),10.747782247649457,Old Madras Road
PRM/KA/RERA/1251/309/PR/200524/006911,1.76,1.0,112,0.0,1.0,0.0,0.0,21.0,0.0,90.0,0.0,0.0,0.0,0.0,54.153,0.0,0.0,79.11014285714286,0.0,103.39182222222222,0.0,0.0,0.0,42600000,Bengaluru Urban,13.10484,77.60889,SHASHANK AKSHAYA,2024-05-20,Residential/Group Housing,Bengaluru North,5597,2737,2860,299900000,Kogilu,Apartment,0,1,0,1,0,1,0,0,0,0,5.7,14.748934287424042,14.781274292092768,11.70151072136189,11.063787738988385,Yeshwantpur,0.758214247655735,Bellary Road
PRM/KA/RERA/1251/446/PR/301024/007192,3.0,1.0,119,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.53781512605042,0.0,0.0,0.0,20028668,Bengaluru Urban,12.933765901470096,77.71899104118347,SSVR MERIDIAN,2024-08-15,Residential/Group Housing,Bengaluru East,4932,939,3993,791550651,Balagere,Apartment,0,0,0,0,0,1,0,0,0,0,9.28,29.25383120747476,16.818251649655508,22.652103729366363,4.786165398002497,Nallurahalli,2.6045084182610743,Outer Ring Road
PRM/KA/RERA/1251/446/PR/181223/006500,2.25,2.0,78,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,142.38769230769233,0.0,187.39536585365855,338.88,30000000,Bengaluru Urban,12.8922956,77.7185399,MANA JARDIN NEO,2024-01-02,Residential/Group Housing,Bengaluru East,9611,1346,8265,1680000000,Kodathi,Apartment,0,0,0,0,0,1,0,1,0,1,12.36,33.83533705287363,18.599740320928444,25.07266946044626,9.356467754043324,Nallurahalli,5.585128733795761,Outer Ring Road
PRM/KA/RERA/1251/309/PR/180225/007514,2.18,1.0,104,0.0,0.0,0.0,0.0,59.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.59457627118644,0.0,90.31755555555556,0.0,0.0,0.0,150939231,Bengaluru Urban,13.05828700106005,77.63515582700667,BRR North Excellency Phase I,2024-11-20,Residential/Group Housing,Bengaluru North,5480,1964,3516,655826029,Thanisandra,Apartment,0,0,0,1,0,1,0,0,0,0,8.515,17.264813231462224,11.444018795276062,11.449793664427682,7.700224581162854,Baiyappanahalli,2.3047576791686226,Nagawara Flyover
